player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date
1028025344,Donovan Clingan,18447965,Portland Trail Blazers @ Denver Nuggets,25,reb,UNDER,11.5,-110,-108,-110,betparx,0.7212,0.9112,0.7212,global_side,0.5022,0.219,0.3769,0.062,9.71,"{'0.1': 6.45, '0.2': 7.27, '0.25': 7.64, '0.33': 8.21, '0.4': 9.13, '0.5': 9.71, '0.6': 10.17, '0.67': 10.37, '0.75': 10.37, '0.8': 11.03, '0.9': 11.45}",0,2,0.025,global,True,False,12.0,MISS,-1.0,-0.219,-0.219,False,2026-04-06
3547254,Tyrese Maxey,18447964,Philadelphia 76ers @ San Antonio Spurs,23,ast,UNDER,7.5,-132,114,-132,fanduel,0.7481,0.9311,0.7481,global_side,0.5491,0.1991,0.3149,0.062,5.33,"{'0.1': 3.28, '0.2': 4.01, '0.25': 4.08, '0.33': 4.67, '0.4': 4.99, '0.5': 5.33, '0.6': 5.82, '0.67': 6.04, '0.75': 6.44, '0.8': 6.52, '0.9': 7.27}",0,3,0.025,global,True,False,8.0,MISS,-1.0,-0.199,-0.199,False,2026-04-06
56677822,Victor Wembanyama,18447964,Philadelphia 76ers @ San Antonio Spurs,27,ast,OVER,3.5,120,120,-143,betrivers,0.5859,0.722,0.5859,global_side,0.4358,0.1501,0.2889,0.036,4.82,"{'0.1': 2.49, '0.2': 3.04, '0.25': 3.33, '0.33': 3.81, '0.4': 4.15, '0.5': 4.82, '0.6': 5.23, '0.67': 5.57, '0.75': 6.0, '0.8': 6.31, '0.9': 6.79}",0,3,0.025,global,True,False,1.0,MISS,-1.0,0.1501,0.1501,False,2026-04-06
1028028244,Zaccharie Risacher,18447961,New York Knicks @ Atlanta Hawks,1,reb,OVER,2.5,120,120,-146,betparx,0.5853,0.7214,0.5853,global_side,0.4337,0.1516,0.2877,0.036,3.65,"{'0.1': 1.87, '0.2': 2.22, '0.25': 2.39, '0.33': 2.7, '0.4': 3.06, '0.5': 3.65, '0.6': 3.81, '0.67': 4.06, '0.75': 4.6, '0.8': 4.6, '0.9': 5.0}",0,1,0.025,global,True,False,2.0,MISS,-1.0,0.1516,0.1516,False,2026-04-06
246,Nikola Jokic,18447965,Portland Trail Blazers @ Denver Nuggets,8,pts,UNDER,27.5,-115,-103,-115,draftkings,0.6804,0.8743,0.6804,global_side,0.5132,0.1673,0.2721,0.047,21.48,"{'0.1': 15.47, '0.2': 17.16, '0.25': 17.9, '0.33': 19.04, '0.4': 20.53, '0.5': 21.48, '0.6': 23.45, '0.67': 23.69, '0.75': 25.04, '0.8': 26.49, '0.9': 27.85}",0,3,0.025,global,True,False,35.0,MISS,-1.0,-0.1672,-0.1672,False,2026-04-06
335,Jamal Murray,18447965,Portland Trail Blazers @ Denver Nuggets,8,pts,UNDER,24.5,-102,-105,-102,betmgm,0.6316,0.8187,0.6316,global_side,0.4964,0.1352,0.2509,0.038,18.2,"{'0.1': 14.16, '0.2': 14.89, '0.25': 15.56, '0.33': 16.69, '0.4': 17.9, '0.5': 18.2, '0.6': 20.54, '0.67': 21.63, '0.75': 22.95, '0.8': 24.02, '0.9': 26.58}",0,3,0.025,global,True,False,20.0,HIT,0.9803921568627452,-0.1352,-0.1352,False,2026-04-06
200,Tobias Harris,18447962,Detroit Pistons @ Orlando Magic,9,reb,UNDER,5.0,125,122,125,fanduel,0.5473,0.6921,0.5473,global_side,0.4966,0.0507,0.2314,0.028,3.94,"{'0.1': 2.39, '0.2': 2.89, '0.25': 3.12, '0.33': 3.52, '0.4': 3.54, '0.5': 3.94, '0.6': 4.68, '0.67': 4.92, '0.75': 5.22, '0.8': 5.22, '0.9': 5.82}",0,2,0.025,global,True,False,,NO_ACTION,0.0,,,False,2026-04-06
38017730,Dominick Barlow,18447964,Philadelphia 76ers @ San Antonio Spurs,23,reb,OVER,3.5,-105,-105,-110,draftkings,0.6243,0.7621,0.6243,global_side,0.4944,0.1299,0.2189,0.034,5.04,"{'0.1': 2.55, '0.2': 3.25, '0.25': 3.58, '0.33': 3.9, '0.4': 4.3, '0.5': 5.04, '0.6': 5.42, '0.67': 5.42, '0.75': 5.6, '0.8': 5.84, '0.9': 7.04}",0,1,0.025,global,True,False,8.0,HIT,0.9523809523809523,0.1299,0.1299,False,2026-04-06
3547246,Devin Vassell,18447964,Philadelphia 76ers @ San Antonio Spurs,27,reb,OVER,3.5,-126,-126,115,draftkings,0.6733,0.8092,0.6733,global_side,0.5452,0.1282,0.2077,0.039,4.66,"{'0.1': 2.47, '0.2': 3.61, '0.25': 3.64, '0.33': 4.07, '0.4': 4.16, '0.5': 4.66, '0.6': 5.11, '0.67': 5.57, '0.75': 6.11, '0.8': 6.29, '0.9': 6.9}",0,3,0.025,global,True,False,4.0,HIT,0.7936507936507935,0.1281,0.1281,False,2026-04-06
38017709,Christian Braun,18447965,Portland Trail Blazers @ Denver Nuggets,8,reb,UNDER,4.5,110,-110,110,betway,0.5669,0.7248,0.5669,global_side,0.4762,0.0907,0.1904,0.026,3.78,"{'0.1': 1.91, '0.2': 2.5, '0.25': 2.51, '0.33': 3.18, '0.4': 3.34, '0.5': 3.78, '0.6': 4.35, '0.67': 4.35, '0.75': 4.57, '0.8': 4.64, '0.9': 5.53}",0,3,0.025,global,True,False,6.0,MISS,-1.0,-0.0907,-0.0907,False,2026-04-06
