pmf_json,player_name,player_id,team,opponent,is_home,game_id,stat,pmf_source,calibration_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,slate_date,minutes_p10,minutes_p50,minutes_p90,minutes_std,rotation_probability,starter_probability,projected_role,player_game_eligible,eligibility_reason,has_current_market_line,cal_source,mean,median,mode,p0,pmf_mean,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,injury_context_source,injury_report_fetched_at_utc,expected_lineup_status,official_lineup_status,lineup_source,lineup_last_updated_utc,lineup_freshness_status,role_freshness_status,actual_outcome,pmf_nll,pmf_rps,mean_error,outcome_prob_assigned
"{""0"": 0.0394248633563201, ""1"": 0.04870868338509656, ""2"": 0.03853687938431512, ""3"": 0.04719085416570755, ""4"": 0.05958349492742922, ""5"": 0.06005245464973912, ""6"": 0.05947525967915674, ""7"": 0.06675764586120163, ""8"": 0.06607937322161159, ""9"": 0.07489711040161583, ""10"": 0.07341869948174903, ""11"": 0.060530130031928184, ""12"": 0.05092726766402147, ""13"": 0.04583588122296619, ""14"": 0.049569769747187034, ""15"": 0.04023431632422923, ""16"": 0.02456740702321728, ""17"": 0.024631990231678252, ""18"": 0.01717746580200377, ""19"": 0.014624429205656294, ""20"": 0.011866105202702764, ""21"": 0.007962809874403261, ""22"": 0.00901024622681807, ""23"": 0.0012301082255941015, ""24"": 0.00253210664524506, ""25"": 0.0011765409338640152, ""26"": 0.0005714765203712308, ""27"": 0.0005319435735414627, ""28"": 0.0003986494763275543, ""29"": 0.0005820424086614897, ""30"": 0.00013837160987934563, ""31"": 0.00043536706626308707, ""32"": 8.510255333009961e-05, ""33"": 7.40480981607511e-05, ""34"": 0.0002109530559592611, ""35"": 0.0003621861644580523, ""36"": 0.00012352469186272032, ""37"": 0.0003268842183258891, ""38"": 0.00010383990400530096, ""39"": 5.3717783396374674e-05}",Alex Caruso,89,OKC,SAS,True,21713532,pts,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,role_aware_pmf_cal_v1,8.979951028589287,9,9,0.0394248633563201,8.979951028589287,0.9605751366436799,0.9118664532585834,0.8733295738742682,0.8261387197085608,0.7665552247811316,0.7065027701313924,0.6470275104522356,0.580269864591034,0.5141904913694224,0.4392933809678066,0.3658746814860576,0.3053445514541294,0.254417283790108,0.20858140256714175,0.15901163281995473,0.11877731649572548,0.09420990947250821,0.06957791924082996,0.05240045343882618,0.03777602423316989,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,4.440892098500626e-16,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,22,4.709392879564591,0.25696339710281296,-13.020048971410713,0.00901024622681807
"{""0"": 0.03932489637459286, ""1"": 0.07057160709002358, ""2"": 0.16984471975643797, ""3"": 0.24213659077671826, ""4"": 0.22012418719328797, ""5"": 0.14553008659206482, ""6"": 0.07739739757268123, ""7"": 0.023788869089609335, ""8"": 0.008815946081722585, ""9"": 0.0016073344386286833, ""10"": 0.0006475800314247944, ""11"": 0.0001673194035590003, ""12"": 3.861042166995189e-05, ""13"": 3.389252496024661e-06, ""14"": 1.2048157343295725e-06, ""15"": 2.1205143003360335e-07, ""16"": 4.357904640918161e-08, ""17"": 4.3435403933726486e-09, ""18"": 6.96672291202143e-10, ""22"": 4.3865964173656283e-10}",Alex Caruso,89,OKC,SAS,True,21713532,reb,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,role_aware_pmf_cal_v1,3.4695625889144805,3,3,0.03932489637459286,3.46956258891448,0.9606751036254073,0.8901034965353837,0.7202587767789457,0.47812218600222745,0.25799799880893953,0.11246791221687469,0.03507051464419347,0.011281645554584137,0.0024656994728615533,0.00085836503423287,0.00021078500280807553,4.346559924907522e-05,4.8551775791233295e-06,1.4659250830986686e-06,2.611093487690963e-07,4.9057918735492964e-08,5.478872326311354e-09,1.135331932938706e-09,4.3865964173656283e-10,4.3865964173656283e-10,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,0.0,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,2,1.7728706725453351,0.03825333169203322,1.46956258891448,0.16984471975643797
"{""0"": 0.17511716079342074, ""1"": 0.1534050702527053, ""2"": 0.32336095520072217, ""3"": 0.23592913156682446, ""4"": 0.08064584868681203, ""5"": 0.023488990272623043, ""6"": 0.006583048061562662, ""7"": 0.0012343157355018091, ""8"": 0.00019896365029633414, ""9"": 2.4256171850550747e-05, ""10"": 9.868920046465504e-06, ""11"": 1.868269820330085e-06, ""12"": 4.2599037411175265e-07, ""13"": 4.605808975373206e-08, ""14"": 5.036935031448745e-08}",Alex Caruso,89,OKC,SAS,True,21713532,ast,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,role_aware_pmf_cal_v1,1.9980168907109495,2,2,0.17511716079342074,1.9980168907109488,0.8248828392065793,0.6714777689538741,0.3481168137531519,0.11218768218632741,0.03154183349951538,0.008052843226892334,0.0014697951653296695,0.00023547942982786045,3.65157795315263e-05,1.2259607680975563e-05,2.390687634510057e-06,5.224178141799722e-07,9.64274400682195e-08,5.036935031448745e-08,0.0,0.0,0.0,0.0,0.0,0.0,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,2.220446049250313e-16,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,6,5.023257409662854,0.23383056255705176,-4.001983109289052,0.0065830480615626605
"{""0"": 0.49442906253992847, ""1"": 0.255015678640376, ""2"": 0.09352264053390111, ""3"": 0.06734604282230236, ""4"": 0.08968657546349207}",Alex Caruso,89,OKC,SAS,True,21713532,fg3m,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,role_aware_pmf_cal_v1,1.0028453900290537,1,0,0.49442906253992847,1.0028453900290537,0.5055709374600715,0.25055525881969554,0.15703261828579443,0.08968657546349207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,0.0,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,4,2.4114341815023232,0.5863480138731034,-2.9971546099709463,0.08968657546349207
"{""0"": 0.353530648068657, ""1"": 0.4483832406021252, ""2"": 0.19233814226817053, ""3"": 0.005713673888294645, ""4"": 3.42287775240876e-05, ""5"": 6.626867905770377e-08, ""6"": 1.2646512917085752e-10, ""7"": 8.429911613675352e-14}",Alex Caruso,89,OKC,SAS,True,21713532,tov,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,role_aware_pmf_cal_v1,0.8503377940162228,1,1,0.353530648068657,0.8503377940162229,0.646469351931343,0.19808611132921775,0.005747969061047219,3.429517275257359e-05,6.639522848599076e-08,1.2654942828699427e-10,8.429911613675352e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,1.1102230246251565e-16,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,2,1.648500298327317,0.10972612061306153,-1.149662205983777,0.19233814226817056
"{""0"": 0.5049105515546933, ""1"": 0.2381001559216695, ""2"": 0.12662735397943953, ""3"": 0.10365453071094287, ""4"": 0.01781111987838083, ""5"": 0.008671245009130801, ""10"": 0.00022504294574319587}",Alex Caruso,89,OKC,SAS,True,21713532,stl,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,role_aware_pmf_cal_v1,0.9191695900299864,0,0,0.5049105515546933,0.9191695900299864,0.4950894484453067,0.2569892925236372,0.13036193854419767,0.02670740783325483,0.008896287954873997,0.00022504294574319587,0.00022504294574319587,0.00022504294574319587,0.00022504294574319587,0.00022504294574319587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,0.0,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,3,2.266691729420914,0.15640626172225808,-2.0808304099700137,0.10365453071094287
"{""0"": 0.7649547118411136, ""1"": 0.17557836718259265, ""2"": 0.047629676071676987, ""3"": 0.0059590455274658215, ""4"": 0.005878199377150957}",Alex Caruso,89,OKC,SAS,True,21713532,blk,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,role_aware_pmf_cal_v1,0.3122276534169479,0,0,0.7649547118411136,0.31222765341694786,0.2350452881588864,0.05946692097629377,0.011837244904616778,0.005878199377150957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,3.3306690738754696e-16,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,0,0.26793864711569754,0.014739318942736059,0.31222765341694786,0.7649547118411134
"{""0"": 0.38623370547005814, ""1"": 0.2707872063776202, ""2"": 0.16239188551634343, ""3"": 0.11575256625876965, ""4"": 0.042535353063404106, ""5"": 0.016958265864696218, ""6"": 0.003807443895887598, ""7"": 0.0011975285275334412, ""8"": 0.00016872549484505108, ""9"": 5.731214664072915e-05, ""10"": 5.727566796274176e-05, ""11"": 3.951270875884462e-05, ""12"": 1.057331167433282e-05, ""13"": 1.3228485020267061e-06, ""14"": 1.3228473034998706e-06}",Alex Caruso,89,OKC,SAS,True,21713532,stocks,"stat_grid:component_convolution_mean_coherent_v1+components[stl:hurdle_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1+sparse_hurdle_guarded,blk:hurdle_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1+sparse_hurdle_guarded]+prior_combo[joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1+sparse_hurdle_guarded]+stat_grid_final_component_convolution_mean_coherent_v1",phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,phase8_pmf_cal,1.232024387219142,1,0,0.38623370547005814,1.2320243872191423,0.6137662945299419,0.34297908815232164,0.18058720263597824,0.06483463637720858,0.022299283313804482,0.005341017449108265,0.001533573553220667,0.00033604502568722604,0.00016731953084217493,0.00011000738420144578,5.273171623870402e-05,1.3219007479859397e-05,2.6456958055265765e-06,1.3228473034998706e-06,0.0,0.0,0.0,0.0,0.0,0.0,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,0.0,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,3,2.1563004155594463,0.0897872934816973,-1.7679756127808577,0.11575256625876965
"{""0"": 0.006903970135627348, ""1"": 0.014577700273263368, ""2"": 0.026969089373784904, ""3"": 0.039227641245957665, ""4"": 0.044805979824124556, ""5"": 0.04886248109026449, ""6"": 0.05453965561620831, ""7"": 0.0593705703078723, ""8"": 0.06144797700226961, ""9"": 0.06548285391000512, ""10"": 0.0681307650884311, ""11"": 0.06893200778897661, ""12"": 0.06699125512132575, ""13"": 0.060852953766876855, ""14"": 0.054672246270479126, ""15"": 0.048682835821672626, ""16"": 0.043437395626719486, ""17"": 0.038186512208646245, ""18"": 0.029724765731469517, ""19"": 0.023745685287216323, ""20"": 0.019009064651769478, ""21"": 0.014897087691573621, ""22"": 0.01227363842100271, ""23"": 0.008757198537692603, ""24"": 0.006874756712266662, ""25"": 0.0041623965516370464, ""26"": 0.0024037676846147427, ""27"": 0.0015402128647068287, ""28"": 0.0009189740889045349, ""29"": 0.0006455595335224941, ""30"": 0.00046197842624280894, ""31"": 0.00044749537307173096, ""32"": 0.00031425771862657017, ""33"": 0.00026028838704572583, ""34"": 0.00020682140156930484, ""35"": 0.00018263052604577544, ""36"": 0.00018169705075747394, ""37"": 0.0002542191391444979, ""38"": 0.00021361959541713366, ""39"": 0.0001950343100287153, ""40"": 0.00013891928312681392, ""41"": 7.379873458284765e-05, ""42"": 3.0031775661635197e-05, ""43"": 9.15386343400739e-06, ""44"": 2.384483573649745e-06, ""45"": 5.538581869229597e-07, ""46"": 9.688730927834058e-08, ""47"": 1.6831150164927216e-08, ""48"": 3.0184109165388746e-09, ""49"": 8.873193918083874e-10, ""50"": 1.6587163423307682e-10, ""51"": 4.413087196930492e-11, ""52"": 7.704486990507516e-12, ""53"": 2.7057298500097532e-12}",Alex Caruso,89,OKC,SAS,True,21713532,pa,"stat_grid:component_convolution_mean_coherent_v1+components[pts:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,ast:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1]+prior_combo[joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1]+stat_grid_final_component_convolution_mean_coherent_v1",phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,phase8_pmf_cal,10.977967919300239,11,11,0.006903970135627348,10.977967919300237,0.9930960298643726,0.9785183295911094,0.9515492402173245,0.9123215989713669,0.8675156191472422,0.8186531380569778,0.7641134824407695,0.7047429121328972,0.6432949351306276,0.5778120812206224,0.5096813161321914,0.4407493083432148,0.373758053221889,0.31290509945501216,0.25823285318453304,0.20955001736286039,0.1661126217361409,0.12792610952749467,0.09820134379602513,0.07445565850880882,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,2.220446049250313e-16,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,28,6.992252630886881,0.2619374930637126,-17.022032080699763,0.0009189740889045347
"{""0"": 0.0015503786660697708, ""1"": 0.004697739893021865, ""2"": 0.011649013722303817, ""3"": 0.022394499644464595, ""4"": 0.032691255199005065, ""5"": 0.04037222866086824, ""6"": 0.04674629118534621, ""7"": 0.05215336087874692, ""8"": 0.05642461792896549, ""9"": 0.06030038802869792, ""10"": 0.06356966116733057, ""11"": 0.06621458247161076, ""12"": 0.0678080162878383, ""13"": 0.06680371856019171, ""14"": 0.0629228362166181, ""15"": 0.05730934276203304, ""16"": 0.05154756700567588, ""17"": 0.04629338197204998, ""18"": 0.040116437250689384, ""19"": 0.03346320964017348, ""20"": 0.027179855091376916, ""21"": 0.02162499371983754, ""22"": 0.017254204261189142, ""23"": 0.01359508804574998, ""24"": 0.01062388908417295, ""25"": 0.00792883321536442, ""26"": 0.005457744478678644, ""27"": 0.0035332044772017905, ""28"": 0.002202873777041087, ""29"": 0.0013194915414090052, ""30"": 0.0008684391011030897, ""31"": 0.0006069569880707143, ""32"": 0.00046789446579740087, ""33"": 0.0003743869261366447, ""34"": 0.0003012342388016788, ""35"": 0.00023970199892737405, ""36"": 0.00019587605434668884, ""37"": 0.00020610956726582093, ""38"": 0.000212518866043138, ""39"": 0.0002175803184091426, ""40"": 0.0002002220303377817, ""41"": 0.0001583687406010498, ""42"": 0.00010372736519497378, ""43"": 5.878728579382872e-05, ""44"": 2.5455913452855764e-05, ""45"": 9.981760071071484e-06, ""46"": 2.8679382241918914e-06, ""47"": 8.876571956409383e-07, ""48"": 2.1455385313525523e-07, ""49"": 6.568602226983185e-08, ""50"": 1.4340598621471695e-08, ""51"": 2.8630416756051064e-09, ""52"": 3.836512693096122e-10, ""53"": 1.0196457082401939e-10, ""54"": 1.7459398875117805e-11, ""55"": 3.0522156826693266e-12, ""56"": 3.98204337816502e-13, ""57"": 1.9630014438016174e-13, ""58"": 5.418529707812019e-14, ""59"": 1.4339091410017088e-13, ""60"": 4.555037508892438e-14, ""61"": 2.3563823619535988e-14}",Alex Caruso,89,OKC,SAS,True,21713532,pr,"stat_grid:component_convolution_mean_coherent_v1+components[pts:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,reb:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1]+prior_combo[joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1]+stat_grid_final_component_convolution_mean_coherent_v1",phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,derived_from_projected_minutes,20.128688829403032,19.535163778341825,0.050000000000000044,2026-05-26,8.295709685943468,19.535163778341825,29.690676728612083,8.135395222983236,0.8399270979127162,0.11649127498936468,rotation,True,current_market_line,True,phase8_pmf_cal,12.449513617503769,12,12,0.0015503786660697708,12.449513617503769,0.9984496213339301,0.9937518814409083,0.9821028677186046,0.9597083680741398,0.9270171128751348,0.8866448842142667,0.8398985930289204,0.7877452321501734,0.7313206142212081,0.6710202261925101,0.6074505650251796,0.5412359825535689,0.47342796626573047,0.40662424770553873,0.3437014114889207,0.28639206872688766,0.23484450172121177,0.18855111974916178,0.14843468249847241,0.11497147285829891,pre_close,2026-05-26T22:34:22Z,ff00ad3d#phase10c,804940ec-fb35-4cea-92cc-d8e7e28886f7,ok,2.220446049250313e-16,high,full,current_phase8,fallback_used,bdl_plus_nba_official,2026-05-26T22:33:29Z,projected,not_available_yet,bdl_lineup_freshness_manifest,2026-05-26T22:33:11Z,projected,derived_from_projected_minutes,24,4.54465012642182,0.13931185694509873,-11.550486382496231,0.010623889084172953
