player_id,player_name,game_id,stat,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status,source_row_id,k,p_k
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,0,0.0476125144260893
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,1,0.0360037618848923
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,2,0.0351360060859504
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,3,0.0383723293158457
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,4,0.0544847895846244
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,5,0.0636692220005582
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,6,0.0661758126173125
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,7,0.0773015189605582
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,8,0.0788862145823044
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,9,0.07659442790253
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,10,0.065095769692936
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,11,0.0626487081247452
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,12,0.0565435236828257
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,13,0.0523561735427071
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,14,0.0481852748703074
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,15,0.0372035897531788
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,16,0.0303689428477221
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,17,0.0185167958957971
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,18,0.0118586868169025
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,19,0.0139372949211787
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,20,0.009948874849042
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,21,0.0070515487141285
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,22,0.0041580719263335
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,23,0.0025084389038568
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,24,0.0016925749090661
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,25,0.0006418481347796
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,26,0.0001555766082182
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,27,0.0008285148037644
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,28,0.0002692106137121
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,29,0.0001019795412512
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,30,0.0001727950617522
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,31,0.0001632688170232
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,32,0.0003755667209319
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,33,0.0004973424196863
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,34,0.0001512645895609
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,35,6.353137796451418e-05
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,36,8.88641992514878e-05
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,37,5.743478775042225e-05
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,38,8.401918304895761e-301
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,39,2.6742273772626577e-05
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,40,2.577228300925541e-05
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,41,2.478897322032471e-05
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,42,7.233891958104838e-301
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,43,2.2816353049667588e-05
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,44,2.181562990691434e-05
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,45,6.342259687420372e-301
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,46,6.0479259495220575e-301
89,Alex Caruso,21713529,pts,rotation,latest_valid_report_selected,projected,full,0,47,5.7566717297169535e-301
