player_id,player_name,game_id,stat,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status,source_row_id,k,p_k
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,0,0.080456099467557
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,1,0.0553160713263543
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,2,0.0807825946071306
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,3,0.0879309333567013
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,4,0.0845248398453432
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,5,0.1013816628796833
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,6,0.0961188087053924
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,7,0.0821936696470505
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,8,0.0730480858219216
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,9,0.0637726969493081
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,10,0.055769834866666
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,11,0.0429105063045282
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,12,0.0280164745614028
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,13,0.017834173039535
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,14,0.0156433354425384
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,15,0.0130443689046891
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,16,0.0058564487421217
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,17,0.0074908934351704
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,18,0.0025197809694211
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,19,0.0016311868869223
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,20,0.0007525419113057
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,21,0.0001631217144813
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,22,0.0008764005742893
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,23,0.0001183321836373
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,24,9.795230986315496e-05
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,25,0.0006704521084874
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,26,0.0005486039659084
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,27,0.0001894529334427
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,28,0.000151477334607
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,29,8.785356236586117e-05
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,30,2.811873090513136e-05
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,31,2.703060780728724e-05
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,32,2.5915668093263758e-05
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,33,7.487129720380273e-301
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,34,7.148000062491165e-301
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,35,6.807309260055196e-301
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,36,6.466781075399869e-301
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,37,2.0280635367699912e-05
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,38,5.792669421612304e-301
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,39,5.462062349529451e-301
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,40,5.137552887181774e-301
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,41,4.8203403291469655e-301
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,42,4.511498751110285e-301
89,Alex Caruso,21713528,pts,rotation,fallback_used,projected,full,0,43,4.211974420162739e-301
